track_id,track_name,artists_name,valence,year,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,release_date,speechiness,tempo
48ykOM780IeqcmTcwK9IM4,Thatd Be Alright,Alan Jackson,0.913,1989,0.228,0.672,221760,0.731,0,0,2,0.0661,-8.791,1,45,1989,0.0282,134.376
4qLmCFNUlFJXOb9TvU9D2L,High Plains Drifter,Beastie Boys,0.656,1989,0.00588,0.841,253237,0.572,0,0.0006,8,0.21,-12.087,0,43,32714,0.231,152.391
1e94BlwdHDMcadDh2abL4Q,Please Be Careful With My Heart,"Jose Mari Chan, Regine Velasquez",0.361,1989,0.655,0.573,216440,0.331,0,0,7,0.0865,-13.529,0,55,1989,0.0248,99.578
6Maz8Nl332osh3AAFnhukQ,I Want to Hold Your Hand,Al Green,0.648,1989,0.331,0.741,143880,0.367,0,7.91E-05,7,0.196,-12.546,1,46,1989,0.0532,109.634
6FKaKKygpsFsWPzxkBSPB2,Whereve You Been,Kathy Mattea,0.168,1989,0.914,0.582,224560,0.121,0,0,7,0.109,-14.469,1,41,32509,0.0289,85.337
2pmN85k5m9nO1rWaCDdrNE,Let Love Rule,Lenny Kravitz,0.697,1989,0.0293,0.689,342160,0.452,0,0.253,0,0.0672,-12.927,1,51,32770,0.0408,152.814
318CznWjAUDlkYDHP2VYTQ,Big Bang,Bad Religion,0.442,1989,0.00199,0.217,102293,0.995,0,0,7,0.37,-3.02,1,47,1989,0.191,159.957
3KTYf4XJ0Ghd8EiIhGM1Nb,Edie (Ciao Baby),The Cult,0.297,1989,0.0767,0.478,286533,0.809,0,0.00111,7,0.209,-9.158,1,50,1989,0.0458,102.108
2HXI4dO1IkdxzME613wgR0,He Walked on Water,Randy Travis,0.446,1989,0.373,0.606,205240,0.339,0,9.27E-06,2,0.157,-9.475,1,41,32777,0.026,90.306
5azaQP9aqjy3XYwsuJ0ebJ,Yellow Moon,The Neville Brothers,0.892,1989,0.217,0.689,244267,0.585,0,0.0189,7,0.314,-15.142,1,52,32581,0.0543,90.373
0aMqNFBj9KtPTD3c3tByRT,Floyd The Barber,Nirvana,0.683,1989,0.000788,0.443,138048,0.878,0,0.56,8,0.0623,-6.717,0,47,32660,0.0418,136.567
0ZsKHtV8jxOZMuBJk2LIQC,An American in Paris,"George Gershwin, James Thomson, Orchestre Symphonique de Montréal, Charles Dutoit",0.0871,1989,0.856,0.207,1146027,0.284,0,0.782,5,0.203,-16.027,1,47,32629,0.0395,133.261
153SwL1d9SfCLWhqIs08we,Alison Hell,Annihilator,0.108,1989,0.00016,0.365,301053,0.978,0,0.00241,9,0.206,-6.314,1,50,1989,0.0698,101.886
6WeKaLj0UfZ5ES6YQsX5aS,Aunque Mal Paguen Ellas,Vicente Fernández,0.327,1989,0.129,0.336,204680,0.273,0,0,8,0.138,-9.544,1,40,32760,0.0365,80.083
1Db0VtDXT3QRiQCmBo4IPX,Grow Old With Me,Mary Chapin Carpenter,0.275,1989,0.979,0.45,201400,0.104,0,0.00104,7,0.149,-13.545,1,44,1989,0.0316,75.547
31CYUJj5f9lbQ0Qqm9PzK5,Falling,Julee Cruise,0.0757,1989,0.892,0.192,321853,0.138,0,0.553,5,0.114,-17.135,1,50,32763,0.0315,142.187
6AvtRMA6AzFNYZ3qEMYpch,Mystery Of Love,Mr. Fingers,0.565,1989,0.0681,0.767,430576,0.686,0,0.91,7,0.111,-10.476,1,49,32509,0.0461,114.07
2ZCA3dyPbrge1go7iaMOYY,"Concerto for Flute & Harp in C Major, K. 299: II. Andantino","Wolfgang Amadeus Mozart, Jiří Válek, Hana Mullerova, Capella Istropolitana, Richard Edlinger",0.319,1989,0.975,0.334,452000,0.0887,0,0.916,5,0.0995,-22.322,1,47,32554,0.0438,111.423
4J5VFtuLhbgKhz6UKkABXR,Ill Be You - 2008 Remaster,The Replacements,0.6,1989,0.0058,0.591,209387,0.86,0,1.31E-05,7,0.411,-5.986,1,42,1989,0.0319,129.412
4hbXvRJfgctBgz7PVBtWQu,Ill Be Your Shelter,Taylor Dayne,0.886,1989,0.151,0.692,283040,0.912,0,0.000217,0,0.132,-5.26,1,48,32788,0.0353,107.388
7BffxdidCNDN2cOP1XlCyv,Closedown - 2010 Remaster,The Cure,0.719,1989,0.292,0.516,258853,0.748,0,0.763,4,0.11,-7.184,1,40,32630,0.0281,93.927
2htmMitogin6NMGABye6YG,I Want It All - Remastered 2011,Queen,0.372,1989,0.025,0.215,280480,0.843,0,8.15E-05,11,0.302,-5.119,0,41,32650,0.0623,92.139
42suymP38HAIBl0wiDfpst,åƒåƒé—‹æ­Œ,Priscilla Chan,0.359,1989,0.295,0.637,301000,0.556,0,2.10E-06,4,0.218,-8.768,1,50,32509,0.0386,135.104
4Qq0UKztCAIfu0Tfgmb1d2,Prayers for Rain - 2010 Remaster,The Cure,0.108,1989,0.00472,0.563,368307,0.683,0,0.0851,7,0.0839,-7.662,1,40,32630,0.027,116.964
6QmoaIj5foG6h4cej26sl0,Amame,El Gran Combo De Puerto Rico,0.896,1989,0.723,0.607,323036,0.82,0,0.000137,5,0.091,-4.701,1,52,1989,0.0808,169.613
0piPn2zyL4Yi60ml53qNXE,All Around the World,Lisa Stansfield,0.652,1989,0.329,0.656,268293,0.727,0,6.81E-06,1,0.104,-10.557,1,44,1989,0.124,100.526
01CuCSqlNItevX7F1GcopF,So Wat Cha Sayin,EPMD,0.475,1989,0.178,0.796,297333,0.701,0,0.000238,7,0.157,-10.857,1,42,32599,0.316,102.08
3W6WaJa1wRQfbhqotaHtyM,Fantasy Girl,Johnny O.,0.449,1989,0.00793,0.655,474333,0.486,0,0.3,9,0.129,-16.934,0,48,1989,0.0337,127.214
2uHFY8iXLAxOLR9LGYNzDV,The Church On Cumberland Road,Shenandoah,0.938,1989,0.164,0.63,178013,0.808,0,0,10,0.127,-9.838,1,41,1989,0.0301,150.482
0guW4g1Z0gJjkKxkIy7VR7,Belfast Child - Remastered 2002,Simple Minds,0.335,1989,0.316,0.162,402173,0.512,0,0.0645,7,0.0977,-8.346,1,39,32636,0.0439,161.965
2cDO2CnwjyXgKhgh6QcAaN,Doralice,"Stan Getz, João Gilberto, Antônio Carlos Jobim",0.776,1989,0.946,0.608,164827,0.243,0,0.000469,2,0.117,-13.401,1,51,32509,0.0927,158.48
5FVKVd1wp7dGqjWzATBJcK,Dead Moon Night,Dead Moon,0.434,1989,0.00351,0.534,287033,0.653,0,0.0205,9,0.254,-7.358,1,44,32704,0.0314,155.693
6hpPAOftKbe1YghyTtJuCq,Play With Me,Extreme,0.273,1989,0.00586,0.495,211440,0.868,0,0.00139,6,0.111,-8.89,1,48,32509,0.0548,101.346
5awwFZA1rOOggexEf0aosj,La Hechicera,Bronco,0.961,1989,0.588,0.587,181080,0.573,0,2.44E-06,11,0.337,-12.327,1,46,32510,0.0998,176.755
7wLzlhL0tb3GhPhnIz7IpQ,Most of the Time,Bob Dylan,0.266,1989,0.0699,0.546,304307,0.624,0,0.328,0,0.169,-9.418,1,48,32773,0.0403,146.435
2OABiiLIKpPa9jDFtxrbk2,Llevame Al Lugar Santísimo,Palabra en Acción,0.275,1989,0.828,0.315,313867,0.351,0,0,4,0.783,-11.955,0,48,32509,0.0329,122.644
1RvsKxu7DXj6oojUZLq0Ur,CussWords,Too $hort,0.571,1989,0.127,0.866,465200,0.235,1,0,7,0.0865,-17.864,1,40,32539,0.547,81.085
7l07ak5IWpISBsrUtwj4O4,Where Is the Love,"Roberta Flack, Donny Hathaway",0.605,1990,0.369,0.558,166400,0.439,0,1.79E-05,8,0.161,-13.443,1,56,32966,0.0281,114.969
6EDyFzr3g9EVF7KInqeROm,Too Cold At Home,Mark Chesnutt,0.531,1990,0.23,0.632,219360,0.41,0,1.16E-05,2,0.341,-13.653,1,47,32874,0.0236,93.158
15Xdlu0QaiEy3YFTf4xpUA,I Left My Wallet in El Segundo,A Tribe Called Quest,0.881,1990,0.383,0.817,246827,0.825,0,0,7,0.0866,-6.481,1,51,32980,0.238,99.032
4FJsFAdLFGqrmuM74CIzhs,Both Hands,Ani DiFranco,0.353,1990,0.89,0.77,218800,0.115,0,5.85E-06,7,0.105,-19.668,1,50,33178,0.0632,138.966
7KJ2nuhkrBXudfs0fmyw04,Moonshiner,Uncle Tupelo,0.187,1990,0.335,0.515,263667,0.274,0,0.00291,0,0.119,-13.731,1,49,1990,0.0282,142.776
1rIy3lkFJnMsTLZpxFmYU8,Release Me,Wilson Phillips,0.442,1990,0.448,0.724,295693,0.471,0,2.50E-06,0,0.218,-11.143,1,51,32874,0.0358,97.211
58AWfmYbSeMywgJtXkey7Q,Vapour Trail - 2001 Remaster,Ride,0.428,1990,0.000636,0.428,257667,0.802,0,0.778,4,0.0944,-5.682,1,52,33161,0.0304,107.527
11Hq1xTlR8Bgm3Pgv9EqGs,O Holy Night,"Adolphe Adam, John Williams",0.0386,1990,0.754,0.207,167760,0.127,0,0.943,1,0.128,-21.067,1,54,1990,0.0385,80.583
6YyqULhTNU7AKaKJKChluQ,Principles Of Lust: Sadeness / Find Love / Sadeness (Reprise),Enigma,0.469,1990,0.128,0.611,703133,0.429,0,0.468,7,0.031,-15.362,1,57,1990,0.0365,95.008
742hY2twqAjwNYnKkQdilj,Strike It Up,Black Box,0.915,1990,0.0116,0.875,298691,0.862,0,0.000281,6,0.0658,-7.694,0,54,32972,0.062,118.398
3BJqEsMJ6gxMRNBr6DJAq8,Pitch the Baby,Cocteau Twins,0.974,1990,0.445,0.48,194080,0.827,0,0.341,7,0.56,-6.712,0,51,33133,0.0414,178.136
4xzcXQrlMKwvv3kDpvBKWm,La Bilirrubina,Juan Luis Guerra 4.40,0.938,1990,0.844,0.739,245120,0.911,0,0,1,0.311,-5.534,1,59,32874,0.0739,129.931
6Hfvn9qguufsmHp0uk3y3r,Come Again,Damn Yankees,0.388,1990,0.126,0.222,339560,0.681,0,8.03E-05,9,0.128,-10.832,0,48,1990,0.0469,130.689
56XoFI6v7kbGNdM8ALYWof,Lonesome Town - 1990 Digital Remaster,Ricky Nelson,0.296,1990,0.856,0.508,135840,0.0965,0,0.012,11,0.102,-18.283,1,54,32874,0.031,77.907
00CXUMREit80f2McJsjcIz,"Lieder ohne Worte (Songs without Words), Book 2, Op. 30: No. 7 in E-Flat Major, Op. 30, No. 1","Felix Mendelssohn, Péter Nagy",0.0922,1990,0.995,0.355,282813,0.0164,0,0.926,3,0.0986,-28.659,1,53,32947,0.0396,67.946
7fSOpoZTwCmS8FON3g5M4O,War Ensemble,Slayer,0.0934,1990,9.15E-05,0.349,291533,0.988,0,0.00806,10,0.111,-4.116,0,47,32874,0.156,103.193
5ZHOiRqKOzgFMfMAu8cwzp,(Youre My) Soul And Inspiration,The Righteous Brothers,0.246,1990,0.781,0.17,201253,0.387,0,0,11,0.243,-12.791,1,48,1990,0.0436,187.468
1XFSSbQ9fApWNXZMAKllb6,Take No Prisoners - Remastered 2004,Megadeth,0.385,1990,0.000164,0.308,207067,0.97,0,0.0139,7,0.45,-4.389,1,53,33150,0.11,157.046
1xUJ1mdLAysxNBtO9w3J2g,Stompin At The Savoy,Benny Goodman,0.645,1990,0.836,0.525,195533,0.222,0,0.0799,10,0.051,-11.065,0,52,32874,0.0373,156.364
3C9fAn3IgajBTwR274huch,La cima del cielo,Ricardo Montaner,0.185,1990,0.746,0.488,257773,0.385,0,0,5,0.145,-7.08,1,60,32874,0.0265,137.963
1VMqkvlOqaH0HP0nsj1bx5,Coming of Age,Damn Yankees,0.582,1990,0.154,0.563,259840,0.866,0,0,7,0.579,-8.861,1,47,1990,0.0499,125.884
0lNLXEMPtGhEpbgwQfo0c1,Im No Stranger to the Rain,Keith Whitley,0.489,1990,0.401,0.671,216067,0.44,0,0.131,4,0.111,-11.15,1,46,33092,0.0235,88.115
3Bzh1AtiViTIaZV6yqySZH,Miles Away,Winger,0.317,1990,0.0661,0.363,252867,0.528,0,0,5,0.334,-10.08,1,55,33074,0.0305,182.21
59LtYLCNkesFkV3S4NhQyh,Seasons In The Abyss,Slayer,0.199,1990,0.00342,0.261,394307,0.969,0,0.00135,5,0.103,-4.185,0,48,32874,0.168,151.921
2VyxUBO64ggj5uFJJN5KyF,Casi un Hechizo,Jerry Rivera,0.833,1990,0.705,0.69,223440,0.653,0,2.55E-05,0,0.0525,-5.15,1,56,1990,0.0402,92.99
1WFCIkoc4PaN7L7SmiI85i,Particle Man,They Might Be Giants,0.938,1990,0.241,0.714,115720,0.645,0,1.22E-06,9,0.44,-8.125,1,47,32875,0.0526,93.798
7t83uuT0cZpQ7M6q9ymtv8,Bonita Applebum - includes Can I Kick It Intro,A Tribe Called Quest,0.647,1990,0.0859,0.845,229840,0.701,0,0.00232,8,0.494,-5.111,0,49,32980,0.209,91.851
6lJJcUjhsp0TJRuzUIPOYO,Primal Concrete Sledge,Pantera,0.119,1990,0.000117,0.38,133120,0.847,1,0.265,2,0.216,-12.352,1,51,33074,0.0897,133.182
4Qievb8Mqy0qxdLNVl02zt,Been Caught Stealing,Janes Addiction,0.688,1990,0.00326,0.639,214707,0.929,0,0.0501,0,0.242,-4.762,1,58,33106,0.212,103.758
6TSM5vkz0WzyZsNAKKYDcw,Someday,Mariah Carey,0.937,1990,0.207,0.684,246107,0.818,0,2.19E-06,1,0.0251,-8.686,0,51,33036,0.0405,109.864
0cPa96zXRs2LVuNIqu06oj,We Are In Love,"Harry Connick, Jr.",0.516,1990,0.601,0.373,160933,0.346,0,0,7,0.0916,-15.292,1,51,33025,0.262,200.174
1Ov6koHfZL43pGCDdfIoHf,Brother Jukebox,Mark Chesnutt,0.912,1990,0.191,0.632,184840,0.615,0,0.00103,1,0.153,-10.972,1,46,32874,0.0262,141.073
4NzyM0AAmN2ucaBlTXbQQT,The John Dunbar Theme (film version),John Barry,0.0378,1990,0.855,0.105,141549,0.0616,0,0.94,3,0.112,-28.12,1,56,1990,0.0458,91.718
2d6m2u18196oYQS2mbaO6t,Tiempo De Vals,Chayanne,0.317,1990,0.804,0.249,247933,0.238,0,0,6,0.135,-15.612,1,57,1990,0.0325,168.233
0iPih0VIvzwUW8QSURL8hV,Estrellitas y Duendes,Juan Luis Guerra 4.40,0.76,1990,0.772,0.624,266320,0.521,0,3.55E-06,2,0.161,-7.385,1,58,32874,0.0314,121.952
3JjY2L2bqql54j1SjnjQ23,(Cant Live Without Your) Love And Affection - Remastered 2017,Nelson,0.833,1990,0.0423,0.541,236435,0.904,0,0,1,0.0589,-6.384,1,48,33050,0.0404,121.386
07M76e7IXxYdnC1BBiJxEX,All The Man That I Need,Whitney Houston,0.25,1990,0.43,0.496,251427,0.571,0,0,5,0.0332,-9.958,0,54,33181,0.0335,150.944
5miJeYpwbtZLo9ryB4hpFM,Latin Active,Lighter Shade Of Brown,0.758,1990,0.0364,0.938,211733,0.628,0,0,4,0.33,-7.587,0,44,32874,0.158,119.996
2kR3B09M6KeJnchOkxwszt,Summertime Girls - Studio Version,Y&T,0.774,1990,0.00185,0.431,209067,0.698,0,2.64E-06,4,0.232,-11.626,1,49,1990,0.0336,128.932
6sFpmdsk4UDMcDWdy4T1Kc,Candy,Iggy Pop,0.646,1990,0.0414,0.624,253493,0.585,0,2.08E-05,7,0.0467,-10.812,1,61,33025,0.03,144.251
7FO7BolIZsl1o8DDSjeOph,Twin Peaks Theme - Instrumental,Angelo Badalamenti,0.102,1990,0.895,0.295,310013,0.119,0,0.886,5,0.0881,-19.872,1,55,33123,0.0301,71.721
0GHCgZdI5W324Byq24qJdF,"Te Amo, Te Extraño",Guayacán Orquesta,0.531,1990,0.045,0.711,336640,0.594,0,3.80E-05,2,0.125,-7.496,0,61,32874,0.0382,142.389
5MRRZxscYnbYKHvOQdxtdw,Call Me A Dog,Temple Of The Dog,0.327,1990,0.153,0.294,304507,0.591,0,0,7,0.126,-9.712,1,45,32874,0.038,146.259
2BhU0Hl5OatWiCW93pE2b8,Remember - Remastered,Hank Mobley,0.699,1990,0.794,0.539,342333,0.403,0,0.000613,8,0.278,-9.168,1,54,1990,0.0531,165.301
1cItNpcJskTVETprljc7HV,Hole Hearted,Extreme,0.674,1990,0.163,0.4,219289,0.747,0,0,6,0.0774,-9.438,1,46,32874,0.045,203.396
79hJaqmVdohltPBNN6BULM,Stayin Alive - From Saturday Night Fever Soundtrack,Bee Gees,0.955,1990,0.07,0.708,281667,0.567,0,0.00105,10,0.152,-15.539,0,60,33147,0.0355,103.606
5m5I3KcV83zf2p2qbsnr3y,For the Love of God,Steve Vai,0.283,1990,0.00347,0.152,363333,0.842,0,0.912,9,0.115,-5.783,0,55,1990-07,0.0418,95.49
55n2WpwjQnIM1lvmxkzllb,Introduction (Titles),Danny Elfman,0.0503,1990,0.908,0.179,156933,0.187,0,0.978,5,0.105,-20.555,0,49,32874,0.0398,115.163
3dH0WIQ1noUsRvA4OtHSrl,Déjame llorar,Ricardo Montaner,0.0996,1990,0.731,0.388,312333,0.331,0,4.19E-06,0,0.249,-9.561,1,61,32874,0.0305,95.004
0tzWyLaLxavif3kATuWGu0,Four Wheel Drive,C.W. McCall,0.913,1990,0.161,0.507,184667,0.716,0,0.000105,10,0.0931,-14.037,1,45,32874,0.0617,144.293
37pKTyMwalomKCZjxTc2QZ,Cherry-coloured Funk,Cocteau Twins,0.339,1990,0.00196,0.49,192467,0.652,0,6.24E-05,2,0.0991,-5.813,1,50,1990,0.0274,90.085
0t9wX3RRNTFbB1nToGeUjm,Nadie Te Ama Como Yo,Martín Valverde,0.238,1990,0.821,0.547,336080,0.261,0,0.0275,8,0.0933,-14.01,0,56,1990,0.0284,78.161
4wlB8D6OZpHEz3kXVuYD2O,Honky Cat,Elton John,0.948,1990,0.331,0.473,313133,0.744,0,5.00E-05,2,0.0955,-7.226,1,52,33185,0.0447,171.887
0803SWqmIJGvZ15B8zsewn,Rust In Peace...Polaris - Remastered 2004,Megadeth,0.392,1990,0.000612,0.259,344067,0.965,0,3.35E-05,7,0.0787,-4.335,1,51,33150,0.16,168.641
1egPCejtdWP3KRNwGNxbtZ,How Beautiful,Twila Paris,0.256,1990,0.925,0.296,280867,0.284,0,1.35E-05,9,0.0577,-8.587,1,49,32874,0.0307,105.392
4ndBp2Mm0oBNOdjyQvJ9jz,Some Things Last A Long Time,Daniel Johnston,0.221,1990,0.961,0.502,294213,0.114,0,0.172,0,0.124,-12.963,1,50,32874,0.0366,79.046
18DDI7sV7bF4vZXhqnDhWH,"Anything, Anything (Ill Give You) - Live at the China Club",Dramarama,0.235,1990,0.000486,0.448,228360,0.813,0,0.0145,0,0.846,-10.19,1,46,1990,0.057,121.903
03BELBmoN7tbHBtxV6HF7j,Heroes - Single Version; 1990 Remaster,David Bowie,0.607,1990,0.0431,0.506,216987,0.767,0,0.191,7,0.202,-8.259,1,56,32944,0.0298,112.599
0GGPUysb8GpCG76dQH63te,The International Herb,Culture,0.687,1990,0.0585,0.825,200960,0.433,0,0,5,0.0618,-13.085,0,52,32874,0.337,127.686
0c4s0e7Wi7EOzfjr7XNIwz,The Power - 12 Version,SNAP!,0.554,1990,0.0814,0.757,341963,0.708,0,0.206,1,0.224,-15.232,1,52,32918,0.0455,108.928
6i4Gu9ogL4kClgBzj3NZ6g,Slow Down,Brand Nubian,0.691,1990,0.0798,0.731,303040,0.857,1,8.80E-06,9,0.0772,-13.358,1,49,33207,0.19,95.879
0lyNsWWnut97Jm8aDnn3Us,Signs - Live At The Trocadero / 1990,Tesla,0.481,1990,0.161,0.333,194933,0.74,1,0,7,0.982,-10.479,1,46,32874,0.0459,162.042
0YqhqbLNpfQetrwuLaVTiK,Oh Girl,Paul Young,0.421,1990,0.267,0.57,216373,0.575,0,0,9,0.0823,-7.032,1,55,1990,0.0318,135.903
1iqYqVkzPJAQ6Kgc0Kn2I5,Beyond The Sea (La Mer),Django Reinhardt,0.436,1990,0.984,0.45,256000,0.179,0,0.892,5,0.128,-18.448,1,48,32917,0.0441,95.193
3ceG4WXZiaWQ7tRrBQMs6U,(Hey Baby) Que Paso,Texas Tornados,0.924,1990,0.322,0.813,178893,0.74,0,2.97E-06,2,0.0455,-6.829,1,45,1990,0.0906,115.405
5JCZHWdFLg2rXtg684rTHt,Psycho Holiday,Pantera,0.233,1990,8.49E-06,0.291,319133,0.925,1,0.114,6,0.0733,-9.901,0,50,33074,0.0714,104.12
79hH8RuVS9af6ixS97wREx,Late Night Hype,Comptons Most Wanted,0.727,1990,0.0709,0.855,294267,0.287,1,0,10,0.0911,-19.876,0,51,33018,0.3,93.609
069YqoVkrwNxnfWWj7k3Qk,Empire - Remastered 2003,Queensrÿche,0.432,1990,0.00216,0.315,324067,0.895,0,1.32E-05,2,0.0596,-4.519,1,46,1990,0.0924,79.628
30jhMcnxqJYq3Q4G5KDfJN,Iceblink Luck,Cocteau Twins,0.458,1990,6.11E-05,0.395,198667,0.807,0,0.0121,9,0.321,-5.689,1,49,33133,0.0349,102.018
2XVGfOXvRWy5QP2xPGXvZj,Halo - 2006 Remaster,Depeche Mode,0.639,1990,0.104,0.71,268493,0.602,0,0.142,3,0.103,-8.542,0,46,32951,0.0309,112.198
3wYGlCudjkMRvgSC2UqfWS,Sick of You,Gwar,0.738,1990,0.000329,0.657,188830,0.535,1,0.000492,1,0.318,-9.715,1,46,32881,0.047,132.257
1xe4IvNW94G8R4KCHrLUt6,Recipe For Love,"Harry Connick, Jr.",0.659,1990,0.763,0.621,154907,0.174,0,0,0,0.0777,-16.702,0,50,33025,0.0693,141.465
3S8RczG3x1ZKaapl9r4n7g,Fly Me Courageous,Drivin N Cryin,0.685,1990,0.00278,0.607,203733,0.723,0,0.0036,2,0.0889,-9.681,1,44,32874,0.0252,103.396
7EmsauPLjAy9XMNELaHBZa,Hazy Shade of Winter,The Bangles,0.485,1990,0.0178,0.5,167133,0.81,0,0,5,0.094,-9.081,0,44,32874,0.0463,75.253
5gpJr7OLgZWVYAyKWj0GuH,Ride The Wind,Poison,0.431,1990,0.0727,0.551,231400,0.969,0,7.55E-05,6,0.0991,-2.41,1,48,1990,0.0373,136.507
4bvqOj9QiH6qKecLiefKst,Knockin Boots,Candyman,0.657,1990,0.0954,0.94,233027,0.662,0,0,7,0.376,-8.786,1,43,1990,0.292,101.403
3tISv448Ikxvpq2ZrFyGG2,Five Magics - Remastered 2004,Megadeth,0.198,1990,0.000287,0.26,339693,0.964,0,0.0595,9,0.272,-4.639,0,50,33150,0.134,175.207
066s12j61ZlXnMDtnUiDbP,Givin Yourself Away,Ratt,0.736,1990,0.00847,0.594,326000,0.752,0,0.00161,11,0.0578,-10.661,0,51,33085,0.0263,101.582
1hFtJ5rV3aAm58ErijHdFO,I Dont Wanna Cry,Mariah Carey,0.275,1990,0.197,0.641,288827,0.504,0,9.62E-05,7,0.288,-12.486,1,50,33036,0.031,130.786
53OnUdsF4yWSaUevfD3EjW,Angel from Montgomery (feat. Bonnie Raitt) - Live,"John Prine, Bonnie Raitt",0.224,1990,0.742,0.463,256667,0.255,0,0,9,0.694,-17.611,1,45,1990,0.0345,133.194
1T94tcUfe2X74nriMCAWQa,While My Guitar Gently Weeps,The Jeff Healey Band,0.619,1990,0.00151,0.431,315667,0.666,0,0.00213,7,0.0527,-11.141,1,53,33014,0.0337,134.777
71cWHhV018hztNkCC45Ayo,Heartbreak Station,Cinderella,0.288,1990,0.326,0.597,268840,0.51,0,0.0539,7,0.0554,-9.5,1,52,32874,0.0283,114.729
0MU1TyyAbuoXLGiQBgW9CI,Night Crawler,Judas Priest,0.102,1990,0.000148,0.481,344360,0.981,0,0.0555,6,0.144,-6.456,0,53,33142,0.143,97.106
3UhOnJHr4XYGgFLoQE9JFt,Crown Of Thorns,Mother Love Bone,0.458,1990,0.146,0.364,382533,0.414,0,1.15E-06,4,0.0975,-14.011,0,47,32874,0.0298,139.116
47uDHNJpq4zUfOM0RFdEbV,Do Me!,Bell Biv DeVoe,0.704,1990,0.0179,0.714,272427,0.735,0,1.56E-05,7,0.238,-8.03,1,46,32952,0.0373,107.822
2upjcGvuiTCGSaGPZZ2dtD,Show Me The Way,Styx,0.165,1990,0.215,0.245,277173,0.433,0,7.76E-06,6,0.092,-9.537,1,48,32874,0.0365,157.416
3aYLIO4htUZCAygXUbbc3Q,Los Dioses Ocultos,Caifanes,0.398,1990,0.574,0.368,282133,0.592,0,0.00144,7,0.0674,-11.042,1,60,33043,0.0331,127.593
6lVShxQRqmc8vkknHPXpX0,The Moon Over Georgia,Shenandoah,0.385,1990,0.542,0.563,192813,0.429,0,0,9,0.115,-9.918,1,43,1990,0.0235,89.338
0EZ4GxnjKkB5Q0X5MhMNEf,Spinning Away,"Brian Eno, John Cale",0.74,1990,0.146,0.575,327120,0.761,0,0.17,9,0.159,-7.306,1,53,1990,0.0407,114.617
6AEPHlvR4jgwXe2J0vM1Sl,Born and Raised in Black and White,"The Highwaymen, Willie Nelson, Johnny Cash, Waylon Jennings, Kris Kristofferson",0.692,1990,0.571,0.731,241173,0.527,0,5.05E-06,4,0.221,-11.761,1,48,32931,0.0334,124.567
0GmhAVyyHwaX6jfCbPmaoB,Can I Kick It? - J. Cole Remix,A Tribe Called Quest,0.512,1990,0.434,0.903,169373,0.423,0,1.49E-06,11,0.0859,-5.829,1,48,32980,0.235,96.612
1sk0LP75QkHk9xCgBQiA82,La Burbuja,Liberación,0.922,1990,0.213,0.662,198187,0.853,0,0.0201,8,0.0584,-7.522,1,48,32874,0.0464,94.737
1ghqlcFUP85h1Gxn4Oa2Kt,The John Dunbar Theme (From Dances With Wolves),John Barry,0.151,1990,0.711,0.186,137773,0.0988,0,0.936,3,0.108,-24.513,1,54,1990,0.0384,82.98
23QEnDSZOxgdzcZYQRs7LY,Written All over Your Face,Rude Boys with Gerald Levert,0.802,1990,0.431,0.806,381040,0.528,0,0,7,0.264,-12.126,1,44,1990,0.0633,133.943
5FrUGZ9nnl1gSgFzRhgpat,Les Miserables Medley,Emile Pandolfi,0.205,1990,0.994,0.24,286267,0.108,0,0.913,3,0.117,-21.672,1,45,32874,0.0406,81.526
0QI38in0PP6LVZSl6NnKaI,Amor Eterno (En Vivo) - En el Palacio de Bellas Artes,Juan Gabriel,0.53,1990,0.162,0.257,428467,0.421,0,0,9,0.952,-11.296,1,55,33232,0.0389,199.214
6Rz4b1XPWPquE1h2Uup29S,Blue Flower,Mazzy Star,0.484,1990,0.000658,0.42,215440,0.556,0,0.0214,2,0.0787,-9.561,1,48,33014,0.0273,101.918
0Y6RXhbU85T0P0HeiT1Tnb,A Pedir Su Mano,Juan Luis Guerra 4.40,0.719,1990,0.298,0.639,295280,0.951,0,0.00021,2,0.398,-6.421,1,57,32874,0.0701,141.87
7j5TIXPi0cCbSSqItmbyZy,Vogue,Madonna,0.304,1990,0.00348,0.748,317080,0.84,0,0.00647,6,0.44,-7.701,1,57,33186,0.0421,115.997
4F8IB14Sjvqb9qJUOxndRZ,Una Aventura,Grupo Niche,0.687,1990,0.241,0.703,316107,0.949,0,0.00181,0,0.167,-3.633,1,56,1990,0.035,92.87
5CxiVaZ6VzP8XVJ8vcBY40,Into the Groove - Edit,Madonna,0.706,1990,0.0237,0.686,249800,0.714,0,0.0012,5,0.066,-9.533,0,50,33186,0.0385,116.6
5Q1WrsTDRJQXKlqLUo8YkG,Mea Culpa,Enigma,0.332,1990,0.0225,0.556,301333,0.762,0,0.61,11,0.362,-14.145,0,54,1990,0.0478,109.995
4c6yZLnA730uJgQf9fTW2M,Heresy,Pantera,0.362,1990,3.45E-05,0.304,286693,0.912,1,0.853,11,0.113,-13.313,0,49,33074,0.0438,173.098
2F9aMslwYQurvgv7DGS7S5,Makambo,Geoffrey Oryema,0.297,1990,0.82,0.546,300307,0.136,0,0.465,5,0.112,-21.089,1,55,1990,0.0324,94.781
